Deimon Devil Bats, DEI
QB,Yoichi Hiruma,21,2016,99,99,99,99,99,99,99,0.5,5
S,Yoichi Hiruma,21,2016,99,99,99,99,99,99,99,0.5,5
WR,Reserve,21,2016,85,60,60,60,60,60,0.5,5
OL,Reserve,21,2016,85,60,60,60,60,60,0.5,5
K,Reserve,21,2016,85,70,60,60,60,60,0.5,5
S,Reserve,21,2016,85,60,60,60,60,60,0.5,5
CB,Reserve,21,2016,85,60,60,60,60,60,0.5,5
DL,Reserve,21,2016,85,60,60,60,60,60,0.5,5
LB,Reserve,21,2016,85,60,60,60,60,60,0.5,5
RB,Reserve,21,2016,85,60,60,60,60,60,0.5,5
WR,Reserve,21,2016,85,60,60,60,60,60,0.5,5
OL,Reserve,21,2016,85,60,60,60,60,60,0.5,5
K,Reserve,21,2016,85,70,60,60,60,60,0.5,5
S,Reserve,21,2016,85,60,60,60,60,60,0.5,5
CB,Reserve,21,2016,85,60,60,60,60,60,0.5,5
DL,Reserve,21,2016,85,60,60,60,60,60,0.5,5
LB,Reserve,21,2016,85,60,60,60,60,60,0.5,5
END_PLAYERS
Hashiratani Deers, HAS
OL,Onihei Yamamoto,21,2016,99,99,99,99,99,99,2,5
QB,QR DEERS,21,2016,80,60,60,60,60,60,1,5
RB,RB DEERS,21,2016,80,60,60,60,60,60,1,5
RB,RB DEERS,21,2016,80,60,60,60,60,60,1,5
WR,WR DEERS,21,2016,80,60,60,60,60,60,1,5
WR,WR DEERS,21,2016,80,60,60,60,60,60,1,5
WR,WR DEERS,21,2016,80,60,60,60,60,60,1,5
OL,OL DEERS,21,2016,80,60,60,60,60,60,1,5
OL,OL DEERS,21,2016,80,60,60,60,60,60,1,5
OL,OL DEERS,21,2016,80,60,60,60,60,60,1,5
OL,OL DEERS,21,2016,80,60,60,60,60,60,1,5
K,K DEERS,21,2016,80,60,60,60,60,60,1,5
S,S DEERS,21,2016,80,60,60,60,60,60,1,5
CB,CB DEERS,21,2016,80,60,60,60,60,60,1,5
DL,Onihei Yamamoto,21,2016,99,99,99,99,99,99,2,5
DL,DL DEERS,21,2016,80,60,60,60,60,60,1,5
DL,DL DEERS,21,2016,80,60,60,60,60,60,1,5
DL,DL DEERS,21,2016,80,60,60,60,60,60,1,5
LB,LB DEERS,21,2016,80,60,60,60,60,60,1,5
LB,LB DEERS,21,2016,80,60,60,60,60,60,1,5
LB,LB DEERS,21,2016,80,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
END_PLAYERS
Amino Cyborgs, AMI
QB,QR CYBORGS,21,2016,80,60,60,60,60,60,1,5
RB,Naosumi Kadoguchi,21,2016,89,80,80,80,80,80,1,5
RB,RB CYBORGS,21,2016,80,60,60,60,60,60,1,5
RB,RB CYBORGS,21,2016,80,60,60,60,60,60,1,5
WR,WR CYBORGS,21,2016,80,60,60,60,60,60,1,5
WR,WR CYBORGS,21,2016,80,60,60,60,60,60,1,5
WR,WR CYBORGS,21,2016,80,60,60,60,60,60,1,5
OL,Suguru Aoyanagi,21,2016,85,80,80,80,80,80,0.5,5
OL,Atsushi Munakata,21,2016,90,90,90,90,90,90,5,5
OL,OL CYBORGS,21,2016,80,60,60,60,60,60,1,5
OL,OL CYBORGS,21,2016,80,60,60,60,60,60,1,5
OL,OL CYBORGS,21,2016,80,60,60,60,60,60,1,5
K,K CYBORGS,21,2016,80,60,60,60,60,60,1,5
S,S CYBORGS,21,2016,80,60,60,60,60,60,1,5
CB,CB CYBORGS,21,2016,80,60,60,60,60,60,1,5
DL,DL CYBORGS,21,2016,80,60,60,60,60,60,1,5
DL,DL CYBORGS,21,2016,80,60,60,60,60,60,1,5
DL,DL CYBORGS,21,2016,80,60,60,60,60,60,1,5
DL,Suguru Aoyanagi,21,2016,85,80,80,80,80,80,0.5,5
DL,Atsushi Munakata,21,2016,90,90,90,90,90,90,5,5
LB,LB CYBORGS,21,2016,80,60,60,60,60,60,1,5
LB,LB CYBORGS,21,2016,80,60,60,60,60,60,1,5
LB,LB CYBORGS,21,2016,80,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
END_PLAYERS
Koigahama Cupids, KOI
QB,Kaoru Hatsujo,21,2016,80,70,70,70,70,70,1,5
RB,RB CYBORGS,21,2016,80,60,60,60,60,60,1,5
RB,RB CYBORGS,21,2016,80,60,60,60,60,60,1,5
WR,WR CYBORGS,21,2016,80,60,60,60,60,60,1,5
WR,WR CYBORGS,21,2016,80,60,60,60,60,60,1,5
WR,WR CYBORGS,21,2016,80,60,60,60,60,60,1,5
OL,OL CYBORGS,21,2016,80,60,60,60,60,60,1,5
OL,OL CYBORGS,21,2016,80,60,60,60,60,60,1,5
OL,OL CYBORGS,21,2016,80,60,60,60,60,60,1,5
OL,OL CYBORGS,21,2016,80,60,60,60,60,60,1,5
OL,OL CYBORGS,21,2016,80,60,60,60,60,60,1,5
K,K CYBORGS,21,2016,80,60,60,60,60,60,1,5
S,S CYBORGS,21,2016,80,60,60,60,60,60,1,5
CB,CB CYBORGS,21,2016,80,60,60,60,60,60,1,5
DL,DL CYBORGS,21,2016,80,60,60,60,60,60,1,5
DL,DL CYBORGS,21,2016,80,60,60,60,60,60,1,5
DL,DL CYBORGS,21,2016,80,60,60,60,60,60,1,5
DL,DL CYBORGS,21,2016,80,60,60,60,60,60,1,5
LB,LB CYBORGS,21,2016,80,60,60,60,60,60,1,5
LB,LB CYBORGS,21,2016,80,60,60,60,60,60,1,5
LB,LB CYBORGS,21,2016,80,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
END_PLAYERS
Zokugaku Chameleons, Z
QB,Habashira Rui,21,2016,80,80,80,80,80,80,1,5
RB,RB CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
RB,RB CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
WR,WR CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
WR,WR CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
WR,WR CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
OL,OL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
OL,OL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
OL,OL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
OL,OL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
OL,OL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
K,K CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
S,S CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
CB,CB CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
DL,DL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
DL,DL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
DL,DL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
DL,DL CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
LB,Habashira Rui,21,2016,85,85,85,85,85,85,3,5
LB,LB CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
LB,LB CHAMELEONS,21,2016,80,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
END_PLAYERS
Bando Spiders, B
QB,QR SPIDERS,21,2016,80,70,70,70,70,70,1,5
RB,Hayato Akaba,21,2016,99,95,95,95,95,95,1,5
RB,RB SPIDERS,21,2016,80,60,60,60,60,60,1,5
WR,Hayato Akaba,21,2016,99,95,95,95,95,95,1,5
WR,WR SPIDERS,21,2016,80,60,60,60,60,60,1,5
WR,WR SPIDERS,21,2016,80,60,60,60,60,60,1,5
OL,OL SPIDERS,21,2016,80,60,60,60,60,60,1,5
OL,OL SPIDERS,21,2016,80,60,60,60,60,60,1,5
OL,OL SPIDERS,21,2016,80,60,60,60,60,60,1,5
OL,OL SPIDERS,21,2016,80,60,60,60,60,60,1,5
OL,OL SPIDERS,21,2016,80,60,60,60,60,60,1,5
K,Kotaro Sasaki,21,2016,99,98,98,98,98,98,2,5
S,S SPIDERS,21,2016,85,60,60,60,60,60,1,5
CB,CB SPIDERS,21,2016,85,60,60,60,60,60,1,5
DL,DL SPIDERS,21,2016,85,60,60,60,60,60,1,5
DL,DL SPIDERS,21,2016,85,60,60,60,60,60,1,5
DL,DL SPIDERS,21,2016,85,60,60,60,60,60,1,5
DL,DL SPIDERS,21,2016,85,60,60,60,60,60,1,5
LB,LB SPIDERS,21,2016,85,60,60,60,60,60,1,5
LB,LB SPIDERS,21,2016,85,60,60,60,60,60,1,5
LB,LB SPIDERS,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
END_PLAYERS
Kyoshin Poseidon, KYO
QB,Osamu Kobanzame,21,2016,89,86,87,88,85,86,1,5
RB,RB POSEIDON,21,2016,85,70,70,70,70,70,1,5
RB,RB POSEIDON,21,2016,85,70,70,70,70,70,1,5
WR,WR POSEIDON,21,2016,85,70,70,70,70,70,1,5
WR,WR POSEIDON,21,2016,85,60,60,60,60,60,1,5
WR,WR POSEIDON,21,2016,85,60,60,60,60,60,1,5
OL,Kengo Mizumachi,21,2016,99,99,99,99,99,99,2,5
OL,Hiroshi Ohira,21,2016,87,85,85,85,85,85,2,5
OL,Hiroshi Onishi,22,2016,90,87,87,87,87,87,2,5
OL,OL POSEIDON,21,2016,85,60,60,60,60,60,1,5
OL,OL POSEIDON,21,2016,85,60,60,60,60,60,1,5
K,K POSEIDON,21,2016,85,60,60,60,60,60,1,5
S,S POSEIDON,21,2016,85,60,60,60,60,60,1,5
CB,Shun Kakei,21,2016,99,99,99,99,99,99,1,5
DL,Kengo Mizumachi,21,2016,99,99,99,99,99,99,2,5
DL,Hiroshi Ohira,21,2016,87,85,85,85,85,85,2,5
DL,Hiroshi Onishi,22,2016,90,87,87,87,87,87,2,5
DL,DL POSEIDON,21,2016,85,60,60,60,60,60,1,5
LB,Shun Kakei,21,2016,99,98,98,98,98,98,3,5
LB,LB POSEIDON,21,2016,85,60,60,60,60,60,1,5
LB,LB POSEIDON,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
END_PLAYERS
Northern Light Blizzards, NLB
QB,Nikolai Nikolaevich,21,2016,82,85,85,85,85,85,2,5
RB,RB BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
RB,RB BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
WR,WR BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
WR,WR BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
WR,WR BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
OL,Ivan Ivanov,22,2016,83,85,85,85,85,85,3,5
OL,Owain Ivanov,21,2016,81,82,82,82,82,82,2,5
OL,OL BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
OL,OL BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
OL,OL BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
K,K BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
S,S BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
CB,CB BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
DL,DL BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
DL,Owain Ivanov,21,2016,81,82,82,82,82,82,2,5
DL,Ivan Ivanov,22,2016,83,85,85,85,85,85,3,5
DL,DL BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
LB,LB BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
LB,LB BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
LB,LB BLIZZARDS,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
END_PLAYERS
Shinryuji Naga, SHI
QB,Unsui Kongo,21,2016,90,89,89,89,89,89,2,5
RB,Agon Kongo,21,2016,99,99,99,99,99,99,2,5
RB,RB NAGA,21,2016,85,70,70,70,70,70,1,5
WR,Ikkyu Hosokawa,21,2016,97,97,97,97,97,97,3,5
WR,WR NAGA,21,2016,85,70,70,70,70,70,1,5
WR,WR NAGA,21,2016,85,70,70,70,70,70,1,5
OL,Gondayu Yamabushi,21,2016,90,90,90,90,90,90,2,5
OL,OL NAGA,21,2016,85,70,70,70,70,70,1,5
OL,OL NAGA,21,2016,85,70,70,70,70,70,1,5
OL,OL NAGA,21,2016,85,70,70,70,70,70,1,5
OL,OL NAGA,21,2016,85,70,70,70,70,70,1,5
K,K NAGA,21,2016,85,70,70,70,70,70,1,5
S,S NAGA,21,2016,85,70,70,70,70,70,1,5
CB,Ikkyu Hosokawa,21,2016,97,97,97,97,97,97,3,5
DL,Gondayu Yamabushi,21,2016,90,90,90,90,90,90,2,5
DL,DL NAGAS,21,2016,85,70,70,70,70,70,1,5
DL,DL NAGAS,21,2016,85,70,70,70,70,70,1,5
DL,DL NAGAS,21,2016,85,70,70,70,70,70,1,5
LB,Agon Kongo,21,2016,99,99,99,99,99,99,2,5
LB,LB NAGA,21,2016,85,70,70,70,70,70,1,5
LB,LB NAGA,21,2016,85,70,70,70,70,70,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
CB,Reserve,21,2016,85,60,60,60,60,60,1,5
DL,Reserve,21,2016,85,60,60,60,60,60,1,5
LB,Reserve,21,2016,85,60,60,60,60,60,1,5
RB,Reserve,21,2016,85,60,60,60,60,60,1,5
WR,Reserve,21,2016,85,60,60,60,60,60,1,5
OL,Reserve,21,2016,85,60,60,60,60,60,1,5
K,Reserve,21,2016,85,70,60,60,60,60,1,5
S,Reserve,21,2016,85,60,60,60,60,60,1,5
